,Item,Brand,Usage,Gender,Model,Size,Sale_Until,Prize
24628,Shoes,Burnside,Very Used,Men,Burnside Aurora Ariosto,38,42,13.574999943375587
11226,Shoes,Anne Klein,Very Used,Women,AK Zaira Odescalchi,44,42,56.28749993629754
2333,Shoes,Nike,Very Used,Women,Nike Victoria Cuzzocrea,45,42,33.27261012108565
19944,Shoes,Ozone,Very Used,Women,Ozone Ermes Botticelli-Serao,44,42,3.716999989002943
17283,Shoes,Croft & BarrowÂ®,New,Men,Croft Azeglio Scalera,45,42,10.771199941635132
12876,Shoes,Diesel,New,Men,Diesel Luigina Cagnin,39,42,71.30495036501387
13632,Shoes,Tru-Spec,New,Men,Tru-Spec Sonia Salgari,39,42,11.870249891281128
12663,Shoes,Adidas,Almost New,Men,Allegra Fabrizio Papetti,41,42,7.118957713871782
26998,Shoes,Nautica,Very Used,Men,Nautica Luca Farina,41,42,7.980000004172325
11215,Shoes,2b by bebe,Almost New,Women,2B Barbara Ioppi,37,42,23.026950311522185
16931,Shoes,VIP BOUTIQUE,New,Women,Womens Dott. Romolo Nicolucci,37,42,5.955389883474112
15553,Shoes,Henry & Belle,Almost New,Women,Henry Ottone Liverotti,41,42,35.02080000713468
15693,Shoes,JeansXL,Used,Men,JeansXL Viridiana Niggli,40,42,20.000967908545846
7949,Shoes,Yummie Tummie,Very Used,Women,Yummie Girolamo Natta,38,42,28.274399940669547
7967,Shoes,!it Jeans,New,Women,!iT Nicolò Broggini,41,42,17.93800742703733
19988,Shoes,SmartWool,Almost New,Women,Smartwool Serafina Soprano-Fieramosca,37,42,19.625100212568043
7986,Shoes,7 For All Mankind,Very Used,Men,7 Dott. Raffaella Chindamo,45,42,94.238100030832
8001,Shoes,7 For All Mankind,Used,Men,7 Dott. Caterina Argenti,40,42,67.4729999769479
17265,Shoes,Comfort Zone,Very Used,Men,Comfort Antonina Querini-Grifeo,42,42,6.865658865128071
7942,Shoes,Wonderbra,Very Used,Women,Wonderbra Graziella Fermi,41,42,17.28999998513609
9247,Shoes,Not Your Daughter's Jeans,New,Women,Not Giampaolo Monti-Antonetti,39,42,60.599999874830246
13641,Shoes,Vittorino,Used,Men,Vittorino Marissa Borromeo-Zeffirelli,38,42,3.7042919194178587
7851,Shoes,Vedette Shapewear,Almost New,Women,Vedette Paoletta Porzio,44,42,26.22374998591841
19852,Shoes,Jones New York,Almost New,Women,Jones Pierina Babato,37,42,8.69249992072582
21215,Shoes,BLOOMINGDALES,Used,Men,Bloomingdales Fabrizio Ruggeri-Pietrangeli,41,42,57.47500007785858
19858,Shoes,K. Bell,Used,Women,K. Piergiorgio Niggli,38,42,5.034923897585761
12669,Shoes,Adidas,Used,Men,Allegra Lando Pastine,43,42,10.222095157252365
16603,Shoes,YMI,New,Women,YMI Jolanda Lippomano,40,42,12.51998988651716
7682,Shoes,Plejue Inimates,New,Women,Shell Marcella Montesano-Boitani,37,42,10.273860368500138
24670,Shoes,Calvin Klein,Very Used,Women,Calvin Donato Fabbri,40,42,41.630499962717295
16363,Shoes,Southpole,New,Men,Southpole Martino Borroni,43,42,21.888000004459172
16922,Shoes,Woman Within,New,Women,Woman Adriana Gigli,44,42,17.287677650547913
11201,Shoes,Womama,Used,Women,Womama Filippo Mazzocchi,37,42,14.485169917603884
14512,Shoes,TrendsBlue,Almost New,Women,Houndstooth Romina Saraceno,45,42,2.0508600066261
19896,Shoes,SK Hat shop,Very Used,Women,Ladies Dott. Gianmarco Borroni,37,42,6.362719903585615
11204,Shoes,Wrapper,New,Women,Wrapper Sandra Montanari,45,42,17.032511561149835
406,Shoes,Private Island,Almost New,Men,Face Gabriella Turrini,42,42,2.6827619035216634
21091,Shoes,Adidas,Very Used,Men,Allegra Saverio Troisi,42,42,9.25395018076636
25419,Shoes,Lucky Brand,Almost New,Men,Lucky Sig. Giuliano Tosto,42,42,22.76780000906438
21070,Shoes,Alex Stevens,Used,Men,Alex Dott. Ruggiero Gangemi,43,42,23.246999982045974
26972,Shoes,Mundo Unico,Almost New,Men,Mundo Sonia Ramazzotti,43,42,8.53860002467409
16415,Shoes,True Nation,Very Used,Men,True Rosaria Boccioni,40,42,30.794499976560473
22209,Shoes,Quiksilver,New,Men,Quiksilver Livia Barcella,44,42,24.8709999890998
25210,Shoes,Harley-Davidson,New,Men,Harley-DavidsonÂ® Lina Mercati,42,42,14.2514403807484
1313,Shoes,Gem Avenue,Used,Women,Travel Giancarlo Cavalcanti,43,42,5.316749992780387
4179,Shoes,maxandcleo,Almost New,Women,maxandcleo Sig.ra Rosa Vianello,42,42,91.84559956490992
22336,Shoes,Spring+Mercer,Almost New,Men,Spring+Mercer Dionigi Luzi-Vitturi,39,42,22.216320746808055
16158,Shoes,Quiksilver,Almost New,Men,Quiksilver Sig.ra Rosaria Gramsci,45,42,24.00750001659617
26104,Shoes,Woolrich,Very Used,Men,Woolrich Dino Giorgetti,45,42,36.466175672580164
1495,Shoes,4-rth,Used,Men,4-rth Adriana Cimarosa,45,42,15.481200010702015
4889,Shoes,Fresh Laundry,Very Used,Women,Fresh Fedele Gremese-Tozzo,39,42,43.34400021657348
5483,Shoes,Hot Topic,Used,Men,RUDE Fabia Gilardoni,37,42,14.51694997828454
5810,Shoes,WESC,Used,Women,WeSC Pasqual Palladio,41,42,30.353100473491104
1493,Shoes,Fruit of the Loom,Almost New,Women,3-pack Sig.ra Nedda Eco,42,42,8.52390002422035
13107,Shoes,Haband,Used,Men,Haband Sole Trussardi,37,42,7.314733896240578
23637,Shoes,Quiksilver,Very Used,Men,Quiksilver Claudio Marini,38,42,40.31000013463199
11926,Shoes,laundry by SHELLI SEGAL,Almost New,Women,Laundry Ilaria Moretti,39,42,54.051578915423796
5230,Shoes,Ed Hardy,Almost New,Men,Men's Lilla Baggio,38,42,114.84360017477303
14021,Shoes,Hot from Hollywood,New,Women,Long Francesca Mercati,43,42,14.251247870572469
15464,Shoes,Fox,Used,Men,Fox Fernanda Giannelli,39,42,10.408199998014608
22640,Shoes,Marina West,Almost New,Women,2 Amanda Balbi,44,42,14.647115954085082
4406,Shoes,Alternative,Very Used,Women,Alternative Dott. Ezio Maggioli,44,42,24.122115596713723
991,Shoes,Quiksilver,New,Men,Quiksilver Renzo Battisti,37,42,9.767999961972237
1573,Shoes,Bella,Very Used,Women,Bella Melania Strangio-Giannone,38,42,8.155919940275997
4529,Shoes,Burton,Almost New,Men,Burton Stefani Endrizzi,39,42,43.573157017532175
23492,Shoes,Oakley,Very Used,Men,Oakley Sig. Achille Guinizzelli,41,42,60.08750011678786
22420,Shoes,Nike,Almost New,Men,Tommy Galasso Malatesta-Tognazzi,40,42,37.00737249129073
5921,Shoes,Roma Costume,Very Used,Women,2Pc Sig.ra Antonina Fermi,41,42,12.467345437198803
15962,Shoes,Metal Mulisha,Very Used,Men,Metal Jolanda Correr,41,42,27.248000010848045
25878,Shoes,Nike,Used,Men,Tommy Dino Ariasso,40,42,22.074480857687515
17656,Shoes,Hello Kitty,New,Women,Hello Dott. Atenulf Pedrazzini,45,42,13.513750047422947
5191,Shoes,Lucky Brand,New,Women,Lucky Annalisa Sagredo,43,42,11.5953599092526
23746,Shoes,Reebok,New,Women,Reebok Mercedes Farnese-Sbarbaro,39,42,39.74400017410517
16160,Shoes,Quiksilver,Very Used,Men,Quiksilver Greco Vivaldi,45,42,34.25500004552305
6251,Shoes,SEX NIGHT,New,Women,Bikini Sante Gibilisco,43,42,13.982849952857944
22323,Shoes,Sofie,Very Used,Women,Sofie Nicolò Antonioni,44,42,24.017520312810237
22795,Shoes,Bloom's Outlet,New,Women,Bloom's Dott. Pier Bartoli,40,42,6.559838933046967
1314,Shoes,Gem Avenue,Used,Women,Travel Ottone Giacconi,42,42,5.848424992058427
10756,Shoes,La Leche League,Used,Women,La Cesare Berengario-Cimini,39,42,14.81834028755486
14255,Shoes,Alfred Dunner,Almost New,Women,Alfred Ugolino Longhena-Ligorio,42,42,14.455179912917018
16035,Shoes,Oakley,New,Women,Oakley Dott. Claudia Chittolini,45,42,25.057200371236732
22842,Shoes,Burnside,Almost New,Men,Burnside Dott. Nicola Canil,43,42,15.625000046566129
23788,Shoes,Rip Curl,Very Used,Men,Rip Vanessa Scarpetta,38,42,25.090318199851925
17641,Shoes,Hatley,Very Used,Women,Hatley Sig. Amedeo Bixio,44,42,24.790973052200467
14018,Shoes,Levi's,New,Women,Levi's Maurizio Mattarella,41,42,22.135080850610585
23047,Shoes,Gotcha,New,Men,Gotcha Tullio Pulci-Pastine,44,42,14.915000055916611
18866,Shoes,FoxRiver,Very Used,Men,Fox Milena Ossani,41,42,9.094176099739018
11884,Shoes,Alpha Industries,Almost New,Men,Knox Clelia Columbo,41,42,31.04447946343839
16138,Shoes,Quiksilver,Very Used,Men,Quiksilver Sig.ra Sandra Emo,45,42,24.84820000128821
15033,Shoes,Alpha Industries,Used,Men,Alpha Domenico Pincherle,41,42,26.853749991394587
18861,Shoes,Footprint,New,Men,Footprint Camilla Moneta,43,42,11.012400442546609
4250,Shoes,Aeropostale,New,Women,Aeropostale Maria Dossetti,41,42,24.04050003429875
4322,Shoes,Adidas,Almost New,Men,Allegra Donato Bernardini-Bonanno,37,42,8.142960126140117
16718,Shoes,CUTE OPTIONS,Very Used,Women,CUTE Gilberto Filippini,45,42,5.5289999772794545
26019,Shoes,Vince Camuto,New,Women,Vince Ricciotti Vergerio,38,42,28.865749824605885
12177,Shoes,Nautica,Almost New,Men,Nautica Luciana Barbarigo,43,42,36.29352363190732
18655,Shoes,American Apparel,Almost New,Men,American Nicola Pacelli,44,42,5.438400006294251
10475,Shoes,bebe,Very Used,Women,bebe Sig.ra Loredana Argentero,40,42,57.405000291764736
11957,Shoes,Levi's,New,Men,Levi's Sig.ra Giuseppina Beccaria,39,42,41.605838229483076
13977,Shoes,Jones New York,Used,Women,Jones Dott. Calcedonio Interiano,39,42,12.149999989196658
1630,Shoes,Capezio,Almost New,Women,Capezio Filippa Bajardi-Federici,40,42,9.595425087399784
4189,Shoes,maxandcleo,Almost New,Women,maxandcleo Veronica Cundari,42,42,67.20599996298552
5589,Shoes,Soybu,Very Used,Women,Soybu Graziella Garozzo,37,42,11.447500018402934
23097,Shoes,Hurley,Used,Men,Hurley Mariano Gremese,45,42,28.975000060163435
4257,Shoes,Alex Stevens,Very Used,Men,Alex Liberto Crispi,38,42,14.550000056624413
13132,Shoes,Haggar,New,Men,Haggar Panfilo Magrassi,37,42,24.160500146448612
4255,Shoes,Affliction,Almost New,Women,Affliction Milo Pirelli,38,42,49.881035980374655
13063,Shoes,G-Star,Used,Men,G-Star Iolanda Tosi,38,42,29.076363785624356
14068,Shoes,Only Necessities,Almost New,Women,Only Mirco Toscani,37,42,11.17802688656147
19291,Shoes,Skechers,New,Men,Skechers Germana Eco,41,42,5.4830008682952975
22389,Shoes,Tommy Bahama,Almost New,Men,Tommy Fiamma Ferrante,43,42,41.799999967217445
4772,Shoes,Ezekiel,New,Men,Ezekiel Arsenio Giusti,37,42,33.02640004735439
5331,Shoes,O'Neill,Used,Women,O'Neill Antonietta Sbarbaro,41,42,25.935524991480644
5244,Shoes,Metal Mulisha,Used,Women,Metal Sophia Pratesi,37,42,18.29520001150668
22455,Shoes,Nike,Almost New,Women,Tommy Giustino Zeffirelli,45,42,16.10776066298574
9984,Shoes,Three Dots,Very Used,Women,Three Ornella Aporti-Nolcini,39,42,61.50000006891787
14146,Shoes,Southpole,Very Used,Women,Southpole Stefani Rossini,45,42,13.249999983236194
26422,Shoes,Cocksox,Used,Men,Cocksox Paride Inzaghi,45,42,18.57030004081317
5371,Shoes,O'Neill,Almost New,Men,Oneill Amico Mantegna,40,42,34.481700029410426
23538,Shoes,O'Neill,Almost New,Men,Oneill Maria Ungaretti-Alboni,39,42,28.815780456092657
17507,Shoes,HUGO BOSS,New,Men,HUGO Flora Mocenigo-Borsiere,40,42,13.373099969141185
23295,Shoes,Melissa Odabash,New,Women,Melissa Dott. Evangelista Mantegazza,41,42,70.01977516198532
5727,Shoes,UNIONBAY,New,Men,Unionbay Vincenza Ferraris,38,42,14.874188934029698
26397,Shoes,Champion,New,Men,Champion Saverio Petralli,43,42,14.326579757494926
5084,Shoes,Black Market-Lowbrow,Used,Women,Junior Viridiana Ariosto,37,42,24.516607927688238
6349,Shoes,Bslingerie,Very Used,Women,Bslingerie Dott. Nino Lancisi,38,42,9.589202878610632
22986,Shoes,ECHO,Almost New,Women,Echo Dott. Etta Vivaldi,37,42,44.39160017706455
5404,Shoes,Paul Frank,Very Used,Women,Paul Dott. Lucrezia Tasso,44,42,26.038715331239086
23715,Shoes,RVCA,Very Used,Men,RVCA Carlo Gasperi,37,42,36.077400560910256
1124,Shoes,Roxy,Almost New,Women,Roxy Roberto Mussolini,44,42,10.006149881866202
23332,Shoes,Gary Majdell Sport,Almost New,Men,Mens Aria Zarlino,42,42,10.758979621310232
17665,Shoes,HUE,New,Women,Hue Pina Peranda,38,42,14.119349904195964
19380,Shoes,Stance,Almost New,Men,Stance Pietro Naccari,41,42,4.430800004303456
5107,Shoes,Kawasaki,New,Men,Kawasaki Bianca Pace,45,42,30.695070513873482
4495,Shoes,Billabong,Very Used,Men,Billabong Simone Cagnotto-Sokolov,41,42,28.9702975635287
1688,Shoes,Champion,Used,Men,Champion Giada Lollobrigida,43,42,7.660800066590309
26075,Shoes,Bacci,Almost New,Women,Women's Ettore Guarneri,39,42,27.26459993713069
25856,Shoes,Tokidoki,New,Women,Tokidoki Giorgia Carullo,39,42,12.69599997997284
4485,Shoes,Bench,Almost New,Women,Bench Sig.ra Tiziana Vianello,39,42,57.85185005678797
22552,Shoes,Puma,Used,Men,Volcom Giuliana Amaldi,44,42,20.78527580782436
5040,Shoes,Iron Fist,Very Used,Women,Iron Gionata Broschi,40,42,23.125707819527314
5053,Shoes,Jess and Jane,Used,Women,Jess Luciana Lerner,41,42,31.940805737820344
1542,Shoes,Alternative,New,Women,Alternative Rosa Cattaneo,38,42,27.061632775086625
19382,Shoes,Stance,New,Men,Stance Carlo Antonelli,39,42,8.916526379185138
10702,Shoes,Glamourmom,Almost New,Women,Glamourmom Ubaldo Aloisio,39,42,29.563050084002313
10621,Shoes,Belly Bandit,Almost New,Women,Belly Mariano Cabrini,41,42,23.326650458263607
10430,Shoes,Vivian's Fashions,Very Used,Women,Vivian's Angelina Morandini,39,42,12.90854237643907
10400,Shoes,Taillissime,Almost New,Women,Taillissime Graziella Fabrizi,40,42,23.733718196534923
14214,Shoes,German Wear,New,Women,Women Pietro Branciforte,44,42,106.23819785595984
4450,Shoes,Authentic Pigment,Very Used,Men,Authentic Biagio Bossi-Ramazzotti,44,42,42.4857708225333
5396,Shoes,Paul Frank,Used,Women,Paul Ignazio Bernardini,38,42,30.88639996647835
26300,Shoes,C-IN2,Very Used,Men,C-in2 Giovanni Baggio,40,42,7.098400009796024
5796,Shoes,Puma,New,Men,Volcom Dott. Giulio Curci,39,42,41.39344853552728
4721,Shoes,District Threads,Very Used,Women,District Eliana Bottaro,38,42,18.004649756083637
11927,Shoes,laundry by SHELLI SEGAL,New,Women,Laundry Bruno Iannelli,43,42,59.74121880125789
17628,Shoes,Hatley,New,Men,Hatley Sig. Gastone Panatta,43,42,17.91612023698792
22651,Shoes,2XU,Very Used,Men,2XU Orazio Bajardi,45,42,92.6525625942932
23959,Shoes,Speedo,Almost New,Men,Speedo Romina Fabbri-Toldo,42,42,32.292000075336546
18965,Shoes,HUGO BOSS,Very Used,Men,HUGO Adriano Tirabassi,43,42,9.856000009179116
5076,Shoes,Juicy Couture,New,Women,Juicy Carolina Tosto,37,42,59.702938815334285
19358,Shoes,Stance,Almost New,Men,Stance Allegra Ramazzotti,42,42,6.810319869637787
4271,Shoes,Adidas,New,Women,Allegra Costantino Boiardo,43,42,4.727051940980137
26059,Shoes,Puma,Used,Men,Volcom Bianca Comisso,42,42,23.35499988868833
14848,Shoes,Johnstons of Elgin,Very Used,Women,Women's Goffredo Gozzano,40,42,30.93799999705516
6386,Shoes,Calvin Klein,Almost New,Women,Calvin Adriana Virgilio,40,42,6.88799998909235
26096,Shoes,Woolrich,Very Used,Men,Woolrich Simonetta Tasso,45,42,35.35999986343086
23265,Shoes,Lucky Brand,Used,Women,Lucky Pasquale Zacchia-Bocca,37,42,37.329600095003855
14217,Shoes,Gaiam,Very Used,Women,Women's Romolo Golino,42,42,8.034639868049547
6325,Shoes,Bslingerie,Almost New,Women,Bslingerie Vittoria Ciampi,44,42,10.387803385872221
19362,Shoes,Stance,New,Men,Stance Franco Pininfarina,43,42,6.810319869637787
18823,Shoes,Drymax Socks,Used,Men,Drymax Raffaellino Gibilisco,41,42,17.600100489982964
6324,Shoes,Bslingerie,Very Used,Women,Bslingerie Chiara Brugnaro,40,42,9.985004880311788
10640,Shoes,Bravado! Designs,Very Used,Women,Bravado Oreste Bruno,42,42,18.63400004245341
22749,Shoes,Billabong,Used,Men,Billabong Michelangelo Bajamonti,45,42,30.881318008432196
22658,Shoes,Aftco,New,Men,AFTCO Valerio Salvini,45,42,35.874478890527485
21023,Shoes,King Formal Premium,Used,Men,Two Matteo T,43,43,38.568094902753195
9228,Shoes,Not Your Daughter's Jeans,Very Used,Women,Not Veronica Cattaneo,37,43,61.379999816417694
16399,Shoes,Tommy Bahama,New,Men,Tommy Flavia Guariento,37,43,46.49499986320734
9227,Shoes,Not Your Daughter's Jeans,Almost New,Women,Not Dott. Dolores Montanelli,37,43,55.19359981045127
18789,Shoes,Diesel,Used,Men,Diesel Sig.ra Vincenza Cadorna,43,43,16.174999997019768
24717,Shoes,Carhartt,Very Used,Men,Carhartt Dott. Serafina Morlacchi,44,43,26.60199993941933
311,Shoes,DG Eyewear,Very Used,Women,DG30 Leonardo Antonelli,45,43,4.351830032473504
26989,Shoes,Munsingwear,Almost New,Men,Munsingwear Isabella Cammarata-Ludovisi,37,43,8.519600013818128
3159,Shoes,Pendleton,New,Women,Pendleton Erika Guinizzelli-Ramazzotti,39,43,34.88800024241209
11280,Shoes,Alternative,New,Women,Alternative Aurora Nitti,42,43,23.33754045454323
11936,Shoes,Levi's,Used,Men,Levi's Angelina Trebbi,44,43,34.48368823354697
19960,Shoes,The Scarf Company,New,Women,Pure Amanda Parini,44,43,28.252799803018572
350,Shoes,Dickies,Used,Men,Dickies Cecilia Finzi,40,43,5.100720088728441
10195,Shoes,Hard Tail,New,Women,Hard Monica Carocci,37,43,46.1760001257062
16815,Shoes,Living Dead Souls,Used,Women,Living Ivo Piacentini,43,43,11.378149966336789
20986,Shoes,Nike,Very Used,Men,Tommy Lucrezia Stradivari,40,43,92.5537496432662
20998,Shoes,Nike,Almost New,Men,Tommy Sergius Boitani-Tonisto,43,43,99.35568237990113
9206,Shoes,Not Your Daughter's Jeans,New,Women,Not Benedetto Binaghi,38,43,36.06295080457926
3186,Shoes,Rampage,Almost New,Women,Rampage Flora Cattaneo,43,43,8.837550347191097
3206,Shoes,Sanctuary,New,Women,Sanctuary Delfino Bellò,43,43,53.949000354856246
1713,Shoes,Champion,Very Used,Women,Champion Eleanora Babato,40,43,4.827679844464808
5455,Shoes,Quiksilver,Almost New,Men,Quiksilver Gianfranco Verdone,38,43,26.670000068843365
1689,Shoes,Champion,Very Used,Men,Champion Anita Totino,39,43,10.32840003669262
25411,Shoes,adidas,Almost New,Men,Los Eliana Siffredi-Chiesa,37,43,8.611199881448595
3202,Shoes,Sag Harbor,Used,Women,Sag Vittoria Stein,45,43,17.10000012740493
17272,Shoes,Carol Wright Gifts,Almost New,Women,Cozy Edoardo Tassoni,39,43,11.2803568981496
11278,Shoes,Alpha Industries,Almost New,Men,Alpha Alessandro Sraffa,44,43,65.75580018684268
21001,Shoes,Nike,New,Men,Tommy Jacopo Ferrata,42,43,74.14179948307574
22908,Shoes,Cloris Murphy,Used,Women,Cloris Sig. Bruno Ludovisi,44,43,9.70177994670512
17954,Shoes,Sirisha,New,Men,Men's Alessio Contrafatto,40,43,20.15552070368409
22907,Shoes,Cloris Murphy,New,Women,Cloris Durante Pezzali,43,43,8.948269996132252
25413,Shoes,Lucky Brand,Used,Men,Lucky Giada Gilardoni,41,43,13.25249996589264
16185,Shoes,Wrangler,Very Used,Men,RIGGS Marta Dovara,43,43,22.910454571862434
3263,Shoes,Trina Turk,Very Used,Women,Trina Vincentio Bresciani,41,43,142.1656009423081
16394,Shoes,Tommy Bahama,New,Men,Tommy Annunziata Almagià,39,43,40.088100083917375
5680,Shoes,Tri-Mountain,Almost New,Men,Tri-Mountain Ninetta Strangio-Gianinazzi,37,43,46.01856850334286
14982,Shoes,Adidas,Very Used,Men,Allegra Vincenzo Salgari,38,43,7.849973956708773
26895,Shoes,Key Industries,New,Men,Key Giorgia Paruta,38,43,12.850000010803342
13082,Shoes,Geoffrey Beene,Almost New,Men,Geoffrey Giorgia Tamburi,42,43,19.675080922341053
12434,Shoes,Tri-Mountain,Used,Men,Tri-Mountain Ilaria Benedetti,45,43,15.885460824069533
22743,Shoes,Bikinimo Swimwear,Used,Women,Bikinimo Sig. Alessandro Santorio,39,43,8.658100060746074
5688,Shoes,True Grit,New,Men,True Sig. Fausto Roero,42,43,98.67060013599696
12435,Shoes,Tri-Mountain,Used,Men,Tri-Mountain Romeo Capone,40,43,18.74579026171542
23653,Shoes,Quiksilver,Used,Men,Quiksilver Alphons Bragadin,41,43,41.98950021341444
9366,Shoes,RVCA,Very Used,Men,RVCA Leone Mondaini,44,43,35.741999946534634
15715,Shoes,Jet Lag,Almost New,Men,Jet Pomponio Einaudi,37,43,41.118000108748674
22767,Shoes,Billabong,Used,Men,Billabong Vincenzo Scamarcio,40,43,33.12365005980246
7638,Shoes,SEX NIGHT,Almost New,Women,Sexy Saverio Mortati,45,43,10.757999960333107
2261,Shoes,Minus33 Merino Wool,Very Used,Men,Minus33 Giada Cesarotti,40,43,28.927500096615407
12438,Shoes,Tri-Mountain,New,Women,Tri-Mountain Massimo Golgi,39,43,27.43506977602257
14888,Shoes,2b by bebe,Almost New,Women,2B Livio Gabba,42,43,13.657200360619651
25481,Shoes,Moon Shine Attitude Attire,Used,Women,Moon Pierpaolo Casaleggio-Leonetti,38,43,12.467762867880511
5705,Shoes,Twisted Heart,Almost New,Women,Twisted Paola Detti,45,43,53.978400085866454
18348,Shoes,SleepytimePjs,Very Used,Women,SleepytimePjs Massimiliano Volterra,42,43,23.39048301892721
11145,Shoes,Baboosh,Very Used,Women,Tauts Serena Angeli,38,43,23.57600010931492
2224,Shoes,MJ Soffe,New,Men,MJ Manuel Impastato,37,43,11.200000066310167
16330,Shoes,Scotch & Soda,Very Used,Men,Scotch Lolita Littizzetto,43,43,46.46250003296882
23698,Shoes,Quiksilver,New,Men,Quiksilver Gionata Totino,41,43,22.780669166633036
13073,Shoes,G-Star,Almost New,Men,G-Star Dott. Fausto Iacovelli,44,43,69.68250000849366
2234,Shoes,Guide Gear,Used,Men,Men's Bartolomeo Cavalcanti,45,43,15.220650780968745
7527,Shoes,Popsi Lingerie,Used,Women,Popsi Martino Roth,40,43,13.318420350070307
3352,Shoes,2b by bebe,Used,Women,2B Pierluigi Pignatti,39,43,20.829150289861857
12417,Shoes,Nike,Used,Women,Tommy Chiara Sobrero-Leoncavallo,40,43,45.98999991081655
2236,Shoes,Columbia,New,Men,Men's Gelsomina Franzese,39,43,20.983260281918348
7554,Shoes,Rago,Almost New,Women,Rago Dott. Girolamo Depero,45,43,15.53999999165535
7561,Shoes,Rampage,Used,Women,Rampage Dolores Gussoni,45,43,11.175999987870457
9385,Shoes,Wrangler,Very Used,Men,Riggs Saverio Pepe,43,43,25.457408225703727
7562,Shoes,Rampage,Used,Women,Rampage Daniele Cabrini,45,43,9.210249992320314
5641,Shoes,Threads4Thought,Almost New,Men,Threads4Thought Annunziata Tamburi,40,43,20.107700034696606
19143,Shoes,New Balance,Almost New,Men,New Marta Boccaccio-Tuzzolino,42,43,9.908703308510903
